image_name,luminance_std,contrast_text_vs_background,bright_dark_ratio
1,75.91643899871374,1.7084142359989585,0.3804691437210794
2,43.71547832143496,1.359970690117882,0.36243386243386244
3,68.004504661978,1.30421335448026,0.43028322440087147
4,75.08067957407482,5.2234944294194925,0.1308485329103886
5,53.535053151629,2.2204755535536607,0.2588782562466773
6,45.66690714327638,1.8785723265392857,0.06008006212178011
7,66.72656652926752,2.183149876376491,0.2639173060528559
8,94.7068630978077,2.999186797135443,0.46171916800428037
9,52.54637047011721,1.4263462255938317,0.9982938017453569
10,62.065757564921476,1.2680432703413447,0.8044367740309101
11,24.888991255330744,0.0,0.0
12,98.16050161358314,3.007548736727953,0.32189315288592263
13,102.0952420569991,4.154260116060535,0.3165451435772797
14,87.64777815849195,0.0,0.5233302021249028
15,51.03059848335174,2.415803259377024,0.0743864229765013
16,97.52283219601702,1.9354563430493188,0.35513687853996223
17,108.08506270526841,0.0,0.36294358875004035
18,68.3875082785591,3.737563880217076,0.15645351676978184
19,78.80495848307002,2.392318718535546,0.510809329065908
20,90.86483083839482,10.943679080177356,0.3735327384692723
21,109.34369621606184,3.1038708791044485,0.4152870635678659
22,89.47104637980654,4.1003925303432744,0.47187277263007843
23,50.641693264268945,1.5619061178677334,0.041046875
24,67.85827812311263,1.545774338226491,0.2612091222030981
25,45.09072155434365,2.6888346171763797,0.15064839375184202
26,85.43538042258463,1.5047964553222362,0.37729634831460673
27,97.61676297479339,3.189344639103868,0.3848835085440597
28,96.13652803180845,3.589447546413636,0.400777027027027
29,73.46029755196798,2.9837878418725956,0.14012859799376653
30,80.79788675924128,0.0,0.66635737009544
31,79.31972761141478,1.5533846003950575,0.42676811594202896
32,93.09269707628386,5.742855347991713,0.1810021569603451
33,96.01182538503805,0.0,0.3704028800258879
34,89.34155352985647,3.379867613993119,0.5059603870183964
35,47.04310762601318,2.6751237597368895,0.07636896834340744
36,59.31017252241176,1.4249841080534134,0.3718392707086654
37,36.03803302750516,1.0694200236534752,0.9253000904929203
38,87.12367088725082,2.7653342919345016,0.3704903251501842
39,81.832787201666,3.774230954501539,0.2890122265122265
40,79.42472429799551,2.2247677369249494,0.25560047720042417
41,36.42023914309062,1.4282855660116929,0.7240741465706232
42,78.0167011300967,1.6022981715539732,0.4172629564193168
43,84.85681456053324,2.40232663842488,0.3985982107242578
44,44.76025475162276,2.5824998287705108,0.09797214673913043
45,64.93753623641491,1.8796628199902072,0.16013981173864894
46,56.13007238277343,1.364487808388043,0.5119384974698327
47,52.49390150828616,0.0,0.8565199979330301
48,59.3923122727713,0.0,0.5526904738736985
49,72.82131556998804,0.0,0.7607589689478444
50,43.66811800768011,1.685585784455239,0.06611538461538462
51,113.46092713715481,6.792358104472856,0.6073173322005098
52,89.30415918452827,2.106157987976009,0.4959806397306397
53,55.77252095132629,1.0259704351532448,0.8997893366018078
54,73.4702393835785,1.9090254075716828,0.4470301418439716
55,83.02620141912246,0.0,0.8034171249018067
56,117.59522169771479,10.628080028615512,0.4003460207612457
57,41.17748487256283,0.0,0.8711036283672348
58,56.49371269958322,1.6162970025221979,0.75359396914446
59,36.2579688170196,1.2886399948373528,0.9999708930026778
60,112.95828863906162,7.849585102363106,0.38193333333333335
61,72.29910145869158,1.8525022373298496,0.21334586466165414
62,78.05203721934393,2.5150833326134845,0.2758156860040008
63,77.26934912107463,1.3757567288763222,0.4589456622414325
64,48.806681557415146,1.5683332605756786,0.10053702578828207
65,24.87329190877456,1.4559360478128598,0.0
66,63.915647151454806,1.4582140009155151,0.2393438772314438
67,79.5432030373121,0.0,0.7163098702708035
68,59.21223562458351,5.797107201877653,0.08977430419186762
69,81.22361146668021,4.679014972262809,0.2141519430275252
70,39.140148258606054,1.857223409943628,0.039268892074544336
71,51.03808640505607,2.5600639365314763,0.12628847270615565
72,63.10611917251542,2.1654445120187074,0.3343415389460424
73,72.11752874708041,2.4636509804318703,0.3038446054750403
74,31.98994546556645,1.1668236822759337,0.7359879434037465
75,62.49432124703207,1.2754217126367977,0.355592400782117
76,69.17987098206305,0.0,0.6038771186440678
77,67.14480990639429,1.9058442235505781,0.2642229102167183
78,47.660472179222616,2.94048341983992,0.0950829893360853
79,100.86891556607891,5.612577245202466,0.2797942386831276
80,83.7540339428491,0.0,0.6215901530272788
81,54.17690690709538,2.2623383651568507,0.1265787860208461
82,34.21072239758396,3.37469900831193,0.015004364906154517
83,79.2012200624467,8.382058396708011,0.1439142133586578
84,55.358565918962334,1.5634766231875523,0.186575735821967
85,75.07742142949928,1.499204751302088,0.5068228713809259
86,57.06784703125549,0.0,0.8530588235294118
87,56.994760399180024,0.0,0.8250521772127881
88,60.661260626553506,1.2229989501981655,0.3968126829807214
89,81.50903066246146,3.3051576480693847,0.2796916445623342
90,40.37026067527391,2.52657741684149,0.05112355933294701
91,60.84465806721817,1.492470000800727,0.3482092809693616
92,74.97983578250692,4.173819868867045,0.1610344827586207
93,89.55651490466016,0.0,0.5778733627838487
94,67.03570055405034,2.990662662884059,0.2125207756232687
95,38.16574028192639,1.867876206937491,0.09398557849885283
96,52.52838407629945,3.136329803209788,0.08331155497479933
97,56.97428766041963,2.8447355434741888,0.24432404540763675
98,58.664124237806384,1.465618921233876,0.22361042388256638
99,82.2417417382913,0.0,0.6495726495726496
100,63.09704279987989,1.1729317467603548,0.38741582491582494
101,82.97081491697608,2.2914091972384143,0.5038985066737148
102,69.27781172760497,1.6470631508003757,0.27924991877842753
103,116.15589135992087,13.153808320131347,0.3819453018891221
104,42.95581346264089,1.3950699687962023,0.9998984152783421
105,89.05032519689834,3.3930258961470017,0.25962528130069956
106,63.32315872016652,1.5239910249852013,0.5153295997717058
107,33.100697088042715,1.476255374660173,0.7545170454545455
108,75.40573536648041,2.3438537125628853,0.4001394214011851
109,41.81255611412515,1.3762343647136277,0.022013401296246286
110,89.21825078972023,2.8193134025317876,0.30771823390630265
111,39.81760207338569,4.040103157860098,0.0
112,98.61511892412182,3.9348662894022772,0.31021592442645074
113,97.29195472674022,1.7620225891726973,0.40007756536022265
114,78.26159529615131,4.516339054471573,0.1970455939480679
115,19.243658865039396,0.0,1.0
116,91.21772025237898,2.0977635761469955,0.32406455418843755
117,49.31840710382906,1.5090964365746835,0.13503002183406113
118,46.88061819956512,4.33524374156484,0.09762208454810496
119,33.593882651537776,3.4635817938771956,0.03807471264367816
120,59.17791940834758,1.1936094961892965,0.7405772854890197
121,46.505610418615255,2.2378899898293367,0.09014854260089686
122,42.82934686338346,0.0,0.7531441441441441
123,71.38255009668798,0.0,0.8232619990103909
124,65.5842623141865,0.0,0.7991344640671446
125,79.804000685918,0.0,0.6667790542790543
126,36.30726022433417,4.605717357246301,0.037617270512621155
127,35.6528356002867,3.987461317576997,0.03117226368159204
128,73.73720315400985,1.8141936825375045,0.32965505212180907
129,48.66273853840847,1.8488433193301423,0.08527114075563068
130,84.58016129815805,3.4436382696029275,0.5235938165176671
131,55.10981587864784,2.978411531124048,0.23985314617304762
132,73.54301815842835,1.3869562509905333,0.43509026267646955
133,80.42318024025482,5.884392182639525,0.16628359264497877
134,72.57220872271552,1.49174505842511,0.2561694484223001
135,37.39658339178513,2.7686587494859576,0.0478123352662098
136,79.61817818151974,1.4709938340076039,0.5351882482671707
137,81.19232790064694,2.9105808658854797,0.35838537020517397
138,40.974546380106524,2.655873234236648,0.06482025184315261
139,58.12565940114931,3.9524035181659243,0.10993800852382797
140,82.72848387096963,0.0,0.5565178571428572
141,73.94189132032943,0.0,0.6596582255608043
142,32.58541406914277,0.0,0.9834806397306397
143,65.58117860553584,1.7018339421966833,0.39581327041602465
144,82.72217396373128,2.414555797300634,0.5151086311930563
145,49.01886743990044,3.6593257310752034,0.09345464804626887
146,31.997116599753877,2.12251411549897,0.027390243902439024
147,83.8552612032753,5.087562452055798,0.4110442158631112
148,60.341368868958156,6.05119859690551,0.08908716540837337
149,53.623120912560196,1.62554656528268,0.17184601113172543
150,71.2684599606634,4.3277134855556625,0.139713864764268
151,55.23663336357633,1.385443699030647,0.4176086956521739
152,63.919750018986406,1.6637132061594158,0.38053227900389475
153,62.248329118768936,1.8784153646130095,0.20218515037593984
154,58.37375246836382,4.862431724794404,0.1333398171561953
155,67.44134901155603,4.041585585808046,0.14529042386185242
156,71.52213339558264,0.0,0.6718054276063258
157,77.70846563996976,1.9415127983035194,0.2718261355174981
158,82.08930544113389,1.9178331810819569,0.6164103976760493
159,74.54642905351987,7.265797710063749,0.27029705225750605
160,65.08532923222714,3.214183139117774,0.14604515550239233
161,109.2224617127145,2.5710687278866513,0.4466200596050469
162,45.26387507502988,1.4875781399340176,0.45341072529278814
163,61.54154247375185,1.6561677332063518,0.36549093655589127
164,56.88252282327651,2.595644133736662,0.14877978279720858
165,53.14838013955018,3.772930327110529,0.06838905775075987
166,90.66586804839082,3.533520493186424,0.3182851819201795
167,64.27734301828553,6.153775771929007,0.09286011464497042
168,79.26641805486062,6.007058634566785,0.1381150211795373
169,65.98842287720481,10.342788972088837,0.0827397910731244
170,48.5095153025637,0.0,0.8935463800904977
171,62.85369206736301,2.396937435235829,0.209629044988161
172,40.206999568887085,1.7102674426769247,0.08019468049354266
173,47.83648384239507,2.388265738435805,0.07435822065451696
174,23.179769433451145,0.0,0.9999653988816919
175,76.14653507406697,0.0,0.7623112463376155
176,43.49315895254938,2.1624835854418043,0.030704177188552187
177,49.84051365183332,2.287396320252137,0.09441731770833334
178,63.056427566657405,0.0,0.8627138389846097
179,47.584579964792674,3.352552425897294,0.059573428850537284
180,27.170916105155722,1.6569821769697042,0.030577319587628864
181,75.70451717621252,3.1712097271474047,0.33397591346284844
182,54.17553663731163,1.8057203762892535,0.2549945265462507
183,105.43170984798495,4.296349712736866,0.3554812966348767
184,58.13709713594291,0.0,0.8667133520074697
185,29.665774527997886,1.1415540627480187,0.8632897603485838
186,57.252102691563564,1.8230688192414088,0.19866156333206542
187,67.81385689128707,1.5575287807663116,0.20152150537634408
188,40.38970134505177,1.7849448312785643,0.3538563613713914
189,25.19945816912545,1.1331471782502986,0.001178958627060139
190,72.76892795594654,9.598754302880875,0.10766209735281901
191,100.2159362156313,5.125172826019357,0.2639779202279202
192,69.03727699635935,3.393973620663119,0.14932523616734142
193,44.110671180696386,1.236781384967037,0.494620253164557
194,51.67447235115501,1.2723062692509706,0.17938209331651955
195,63.63538443881435,3.415060662459055,0.29956455258609227
196,76.2108397878818,4.296774418489509,0.1453405017921147
197,77.37787412943057,3.4780883645358296,0.17605
198,101.11830087641765,7.30731961325004,0.40770502645502643
199,32.752650163865034,1.4376739100064466,0.16920774157616264
200,87.04858446654843,2.5590009148453077,0.3961755733815388
201,56.85184008382887,4.153346279665913,0.08589507032446735
202,110.10218254649311,3.006750533753349,0.42105626034197463
203,52.30846817705401,3.037851843691872,0.06358173076923077
204,71.03506956311149,7.118764314254548,0.11957582582582582
205,87.65886375744952,4.210613159594336,0.23398659446022727
206,55.78088287470529,0.0,0.8551597112341772
207,85.00523639833547,6.596154005166831,0.2613546745053054
208,41.19446648636736,0.0,0.9937424759229535
209,62.89380604835063,2.381788030784277,0.4549572159281036
210,62.610620309609246,2.036233037083845,0.3172476939772111
211,41.059878272153455,8.936021559508367,0.012841731439292415
212,58.01300603616405,1.8717315655166036,0.13249685885802037
213,25.502506756806252,1.1653087884617905,0.9740244708994709
214,57.77503417372304,3.698375977826475,0.11646503797666588
215,73.19848421133337,3.130294384283017,0.21055010330578514
216,43.6818435790173,1.0470108403992702,0.9678724594443409
217,82.82657432732717,2.273155422811035,0.32750321427451473
218,61.25516352499781,1.4318668775677077,0.2973529764043598
219,22.538158715451384,1.36593022334803,0.006363636363636364
220,69.10029668652322,2.8238388528237968,0.19037998947605803
221,56.443072714553175,1.873391758902411,0.19723208415516108
222,88.0281124166841,1.0217974987635132,0.2177085969796676
223,53.252139002476156,1.7719839705099163,0.7199622471598781
224,65.69140888956426,2.1039003766859974,0.15634712657687855
225,61.84309920153805,2.0027784855697686,0.19636595022624434
226,60.47988781466041,0.0,0.8546986882960522
227,56.818146131732405,1.9616028624928572,0.19934569247546347
228,51.1707710097021,2.090399180235894,0.1270716408055464
229,73.77892653375375,1.1554951954943107,0.6641556320161263
230,45.048358446956,1.2635102474013498,0.764781746031746
231,76.82213148434873,1.2513409302712473,0.5314510939510939
232,32.789300788430154,0.0,0.9072114442484813
233,42.85679001363288,3.534449361964603,0.07132629684176076
234,40.57855919287159,2.125677181319869,0.04526425954997384
235,62.46515995744184,3.7187046452930943,0.14147516052720513
236,69.19847388558087,1.9052023013587043,0.30846544071020926
237,64.33681459594318,2.1941980978865145,0.13693280436399702
238,43.73934368636692,1.5599621441432434,0.39678733031674207
239,63.01824008424073,3.169610246958417,0.10616008698561392
240,49.06644267824609,1.6062011378037424,0.458915770609319
241,89.0338800981146,3.592008667538314,0.25134615384615383
242,72.63915163174383,2.5117591967165405,0.2033888367729831
243,84.4018823030741,2.7449427189658238,0.26502
244,59.274629185825816,1.341489276313284,0.24142278030452838
245,92.0758700330735,1.5447528492074352,0.6057478554242075
246,101.61698121654705,1.5763480085452497,0.42349807893817676
247,59.974888704819385,2.2809729562091303,0.11053868402024584
248,97.53930555334436,6.397406102189858,0.24193652989753123
249,77.52185023449516,2.5875050278600074,0.2848901098901099
250,83.358848283834,4.435865588608549,0.2621195652173913
251,59.44840024637128,1.306194962572061,0.33394991308126903
252,67.2714924711056,2.049919928373827,0.34394610557401256
253,74.93165732841798,2.8523267586676924,0.5621201370853303
254,38.45143975699258,1.4140454535503124,0.5671781921781922
255,55.41211418773531,3.3824920773705953,0.10350521792510743
256,88.61196884677746,0.0,0.18432875264270612
257,39.94341701614251,1.4423096277543939,0.13339447418864434
258,82.55011725565856,0.0,0.5285185185185185
259,77.01962664917934,3.203030904828748,0.23440382941688426
260,57.66776077560234,4.455300792735691,0.07893645262983243
261,47.38668866786008,1.8055530921325134,0.10264756944444445
262,33.72807301821958,2.000005751637725,0.07446091644204851
263,52.58237377224777,1.499656808764251,0.4764609929078014
264,74.87415604426636,1.3792161480206497,0.38615087110532786
265,79.11407804305577,5.278367975837318,0.16036736780601812
266,56.96513848441813,0.0,0.7745104613733905
267,67.57185397435366,2.1761819581942343,0.5516818711570148
268,70.01964211689837,5.604060406841652,0.120298459563543
269,51.98517505073233,4.691193216036824,0.1049062049062049
270,67.71250171474092,2.6936355374578995,0.17121296296296296
271,52.960538325865414,1.5268322110777237,0.7174162679425837
272,77.04849802427489,5.412778913149046,0.16162444765279782
273,61.36978543184981,1.3640473248118363,0.437515943877551
274,85.37826869490524,2.7120691018591088,0.41347940428207985
275,60.90060362161044,4.180143437752428,0.1275297619047619
276,43.45947061397907,2.001470049879682,0.04986020503261883
277,38.558940929611865,3.491403191784267,0.04399189918991899
278,76.11877479219581,0.0,0.7524021962937543
279,81.50691685831583,0.0,0.5638238125802311
280,47.85355978351802,0.0,0.8919682269131594
281,48.183874573839816,2.270404175825202,0.07968253968253969
282,56.19156477727138,1.6829113071205584,0.6976489485981309
283,53.82829985141793,0.0,0.7275260200792115
284,62.916137317057604,1.6091867787440837,0.6956012493492972
285,67.95217712547385,3.4549217247001587,0.14058883594281824
286,60.753166355442616,1.3225060335006817,0.4848404158748986
287,82.41097936542359,1.8246469480793348,0.24634178207473217
288,68.88709626306219,1.541167372473942,0.18537138881526635
289,64.11042768465651,1.5482135634700247,0.36069575245050933
290,81.73570111648992,2.041964385012443,0.5196223316912972
291,49.39800772988307,2.8177049547132382,0.08753454148190991
292,70.86458716681157,8.356239681677076,0.2452417695473251
293,57.06935183173611,3.9218114070071883,0.11714819182389936
294,74.84764022367119,0.0,0.8173862552361992
295,60.37375264566675,5.026181747556892,0.12847782258064516
296,40.14786321287816,1.0687280394504923,0.9257093915245401
297,60.53893568320487,4.681609371344513,0.12007852839931153
298,52.5584395503421,1.3962742841690967,0.31449324985325766
299,54.59766107133888,1.2714635585853835,0.6501116071428571
300,73.36992679089315,3.4770986516019526,0.1732857142857143
